id,n_tokens,seconds,affinity_pred_value,affinity_pred_value1,affinity_pred_value2,affinity_logits_binary,affinity_probability_binary,entropy_pp,entropy_pl,entropy_ll,entropy_crop_pp,entropy_crop_pl,entropy_crop_ll,error
cdk2_128,148,1.296515588001057,1.5394537448883057,1.698840618133545,1.3800667524337769,-2.2278664112091064,0.09727583080530167,0.1984586864709854,0.35804224014282227,0.22695930302143097,0.27653777599334717,0.44623351097106934,0.22695930302143097,
