target,gen,mean_tm,sd_tm,pss,oracle50_dockq,failing
9wpm,opendde-abag,0.807226601632653,0.09595277512570739,0.232137,0.06606724252485956,True
9wwh,opendde-abag,0.9388252873469388,0.11174381133243788,,0.7763717946515172,False
9x05,opendde-abag,0.9585176955102042,0.081352274807864,0.949606,0.8368864741279709,False
9x0j,opendde-abag,0.9909724097959184,0.005456676794778993,0.972875,0.8375626967475424,False
9x3z,opendde-abag,0.9273660889795918,0.07346239607440043,0.887927,0.8157064537810123,False
9xqb,opendde-abag,0.9921141453061225,0.005009908011061112,0.951946,0.14072524160646271,True
9xqc,opendde-abag,0.7028321608163266,0.15047709328260936,0.467191,0.8458381413098456,False
9xqn,opendde-abag,0.7478503387755102,0.16569723766066782,0.321389,0.10105573097595062,True
9xsx,opendde-abag,0.9816802693877552,0.05063477414828104,0.931068,0.8299964958725868,False
9xth,opendde-abag,0.9921664448979591,0.005243823800689535,0.912429,0.7180494220293632,False
9y0a,opendde-abag,0.9346621632653062,0.12150398994046463,0.905681,0.9079077484350656,False
9y0e,opendde-abag,0.9803469861224489,0.060544621083848116,0.936919,0.9352791066393339,False
9yc5,opendde-abag,0.9914217787755102,0.005265991948888035,0.956939,0.8097763645371002,False
9yio,opendde-abag,0.9938953657142857,0.002914972499490119,0.941196,0.7403070625197493,False
9ynx,opendde-abag,0.96446485877551,0.047931764518055676,,0.4761009289861402,False
9yxd,opendde-abag,0.9817477534693876,0.0134313917723247,0.86004,0.8038770380036961,False
9zdu,opendde-abag,0.989846244897959,0.010187130833998578,0.978543,0.9563254538233115,False
9zen,opendde-abag,0.7251119869387755,0.14922401302576918,0.310504,0.4513424191036311,False
21av,protenix-v2,0.8416963967346939,0.16918559729141608,0.450453,0.037067615405340454,True
21du,protenix-v2,0.7863310661224491,0.11250332498823619,0.28918,0.021786556831458286,True
21tw,protenix-v2,0.9789650685714286,0.047566769734653874,0.926606,0.24091027541934276,False
22ps,protenix-v2,0.7659175453061225,0.10180023849257071,0.591779,0.4379535571160314,False
9ck4,protenix-v2,0.8711562759183673,0.08035057526665404,0.391018,0.4485006906010928,False
9d3j,protenix-v2,0.9001061844897958,0.04940077214796286,0.509097,0.2513958729434545,False
9d72,protenix-v2,0.8127747404081633,0.15057081327448543,0.362239,0.03368722585479487,True
9d73,protenix-v2,0.9727319412244898,0.04112499076635607,0.93324,0.9390545778247931,False
9d74,protenix-v2,0.9374704383673469,0.05798290905375478,0.844096,0.8464633140134943,False
9dsg,protenix-v2,0.7427908057142857,0.12645895862077638,0.244313,0.3677937252639493,False
9fte,protenix-v2,0.787914173877551,0.09118552118912418,0.209121,0.18626935653126195,True
9gei,protenix-v2,0.5179253118367347,0.11485710282701107,0.03508,0.05306450340291844,True
9gfr,protenix-v2,0.8488334130612246,0.059301738907986616,0.130088,0.35980679894981776,False
9gvn,protenix-v2,0.9881156073469387,0.01810119374767094,0.912282,0.6615183817593487,False
9hv9,protenix-v2,0.9598544473469387,0.09837197501912394,0.86698,0.013571010850919543,True
9i3p,protenix-v2,0.9156701363265306,0.05400707502788821,0.785904,0.6670565300040349,False
9i5n,protenix-v2,0.7402576579591837,0.10870751375157434,0.193258,0.10643578618718787,True
9iar,protenix-v2,0.8914547183673468,0.07285077375756406,,0.3627182515914933,False
9ivj,protenix-v2,0.9284045118367347,0.09079824562113512,,0.0166933128608639,True
9j4c,protenix-v2,0.9810927534693876,0.012456182838877616,0.838077,0.5143053340657927,False
9j87,protenix-v2,0.5598672742857143,0.112781014589158,0.104037,0.6125178748974388,False
9jkr,protenix-v2,0.993293867755102,0.0029372822949914903,0.965113,0.8245680444892054,False
9jno,protenix-v2,0.8182083142857143,0.09841419616064606,0.30568,0.6456743303214422,False
9k6j,protenix-v2,0.9513520506122449,0.06264093776820957,0.925941,0.9405371355383871,False
9kwy,protenix-v2,0.8297718375510205,0.12560261937546402,0.328839,0.3851776144176993,False
9l1l,protenix-v2,0.745273170612245,0.06357304165612739,0.056574,0.05058652740479308,True
9l8z,protenix-v2,0.9746443428571429,0.07554815949989808,0.889385,0.9174906354769594,False
9l9o,protenix-v2,0.6003466742857143,0.1093294013200103,0.082664,0.42394111674865465,False
9l9y,protenix-v2,0.8285074473469387,0.09008182360729268,,0.3763559833821155,False
9lbw,protenix-v2,0.6924822710204082,0.064714243710387,0.074343,0.2015740417848615,True
9ldx,protenix-v2,0.6455842963265306,0.17538669235996127,0.231084,0.6593335890570725,False
9le0,protenix-v2,0.6455842963265306,0.17538669235996127,0.231084,0.6957054346561874,False
9lh2,protenix-v2,0.7835897746938776,0.11220078536758787,0.262731,0.011551315468443624,True
9lme,protenix-v2,0.7087673420408164,0.12306743671987218,,0.08918660302763147,True
9loe,protenix-v2,0.6235556391836734,0.1597359412211534,0.10502,0.17524734368536476,True
9lof,protenix-v2,0.7051844726530612,0.15200888470041463,0.220972,0.11658362716875381,True
9log,protenix-v2,0.5761276391836735,0.11899542520821416,0.050101,0.185519156145756,True
9loz,protenix-v2,0.9962172587755103,0.0015167775005242054,0.977839,0.9624420580058768,False
9lp1,protenix-v2,0.9953130048979594,0.0016452999840536765,0.977375,0.9233718786879036,False
9lqw,protenix-v2,0.9945272848979592,0.002382762377966709,0.961969,0.8332803767565012,False
9lr1,protenix-v2,0.9832487289795918,0.006617927989198841,0.897675,0.6736450364747686,False
9lsy,protenix-v2,0.6532389273469388,0.14723238528433452,0.179041,0.7684349278271846,False
9lsz,protenix-v2,0.8820259412244899,0.11077251271330538,0.356738,0.021975183839767664,True
9lwc,protenix-v2,0.6860203575510204,0.10566422078303532,0.138826,0.35784555171168364,False
9lxp,protenix-v2,0.944975448979592,0.045271415358849994,0.492362,0.6243599419684324,False
9ly2,protenix-v2,0.7880075665306123,0.10986848815512536,0.186322,,
9ly3,protenix-v2,0.7958405061224489,0.0984368008215204,0.203984,,
9ly5,protenix-v2,0.7411665795918367,0.08383234424759782,0.116977,0.6215881029011501,False
9ly6,protenix-v2,0.5580707518367347,0.09012529436429183,0.06038,0.03460244096143789,True
9lz0,protenix-v2,0.9915637224489797,0.004570727382798432,0.861181,0.8273722787634163,False
9lz1,protenix-v2,0.9915363779591837,0.0045461515301971865,0.857785,0.8100104408304185,False
9lz2,protenix-v2,0.8222204416326532,0.15717198384064296,0.428383,,
9m0j,protenix-v2,0.6616969722448979,0.08790197991323623,0.086408,0.612876044554888,False
9m0x,protenix-v2,0.7288264146938775,0.147801192078149,0.197172,0.0946973867956481,True
9m0z,protenix-v2,0.7496858604081633,0.149661454009729,0.2856,0.06805523281396199,True
9m1p,protenix-v2,0.715992332244898,0.1268951384840891,0.180013,0.09686391857422443,True
9m2o,protenix-v2,0.6886786685714286,0.1164764601079529,0.141565,0.3979742316729711,False
9m2s,protenix-v2,0.7496858604081633,0.149661454009729,0.2856,0.07261058537991642,True
9m3q,protenix-v2,0.715992332244898,0.1268951384840891,0.180013,0.09799712454849197,True
9m3s,protenix-v2,0.7109115453061225,0.12607202791165265,0.183522,0.02674172281727774,True
9m40,protenix-v2,0.9072619477551018,0.10442924976968136,0.606456,0.05795853726644215,True
9m72,protenix-v2,0.7500574024489797,0.11265735287773834,0.189919,0.07218996805751064,True
9m8k,protenix-v2,0.5118324555102041,0.07220342248084652,0.088187,0.6557019451452598,False
9m8l,protenix-v2,0.5896256555102041,0.060092683862266516,0.032151,0.11656621008270397,True
9ma0,protenix-v2,0.8442500530612244,0.1613220786506186,0.458851,0.21150461945287732,True
9mmj,protenix-v2,0.9627827575510204,0.07484439702910704,0.843574,0.853244968698268,False
9mnb,protenix-v2,0.7646325134693878,0.09737529616793304,0.157791,0.015289705769941977,True
9mns,protenix-v2,0.7704535542857143,0.08568411617068558,0.128836,0.2887752765872458,False
9mnt,protenix-v2,0.9446402930612245,0.07074029143097027,0.887709,0.6986668236517678,False
9mnu,protenix-v2,0.8480697583673469,0.08255471325139456,0.255984,0.16416799107359717,True
9msc,protenix-v2,0.8218652212244898,0.14900380763560853,0.526936,0.07044250712176049,True
9mxu,protenix-v2,0.6732185689795919,0.12775542809974422,0.13818,0.55677094993228,False
9mz6,protenix-v2,0.9627858195918366,0.06742983406875401,0.803099,0.85238978633406,False
9mz7,protenix-v2,0.994237676734694,0.005121439667968608,0.949464,0.9506474351501314,False
9mz8,protenix-v2,0.9672174595918368,0.06438612292596083,0.906961,0.9507066301017479,False
9mze,protenix-v2,0.7708840653061224,0.15934227608907808,0.323487,0.059774327587134024,True
9mzf,protenix-v2,0.8299380351020409,0.14305533355204242,0.422532,0.034259990185603176,True
9n05,protenix-v2,0.828466264489796,0.169033589620004,0.475122,0.21939320513070756,True
9n09,protenix-v2,0.5844876204081633,0.08283477521842952,0.06081,0.6890283765544248,False
9n0e,protenix-v2,0.6761485306122449,0.12463381722667541,0.172849,0.3950255355520753,False
9n1p,protenix-v2,0.828466332244898,0.16903399505530647,0.475114,0.23588649277851914,False
9n1q,protenix-v2,0.673278558367347,0.12279797931398055,0.132917,0.452799914644302,False
9n2i,protenix-v2,0.8640204318367347,0.1257571945873299,0.499118,0.07784213073894923,True
9n38,protenix-v2,0.9924807404081634,0.0038395189385586905,0.977044,0.8292243265733698,False
9n8i,protenix-v2,0.7871379763265307,0.06271911750457027,0.116508,0.21279782194790733,True
9n8n,protenix-v2,0.6503471869387755,0.05842358872018615,0.048339,0.05990537191542609,True
9ncd,protenix-v2,0.8566003248979593,0.045445977723659325,0.124708,0.19050430805588872,True
9ncy,protenix-v2,0.9385820587755103,0.08023564983612408,0.943187,0.7598849594912312,False
9nkz,protenix-v2,0.8651257600000001,0.1748274358019649,0.282084,0.633663636460096,False
9nl0,protenix-v2,0.8241456669387756,0.1884834469064258,0.722774,0.9501731740825236,False
9nl1,protenix-v2,0.9579207306122448,0.10753760402878008,0.933652,0.8975770290486161,False
9np0,protenix-v2,0.9950882914285716,0.0029135451797171526,0.960505,0.05068443332841105,True
9nw4,protenix-v2,0.9294620318367346,0.07951959814647035,0.487758,0.600877264980681,False
9nw7,protenix-v2,0.7767266791836734,0.11378428899395708,0.217825,0.5780084760568475,False
9nw8,protenix-v2,0.7767266791836734,0.11378428899395708,0.217825,0.5969675959924138,False
9nw9,protenix-v2,0.7767266791836734,0.11378428899395708,0.217825,0.6467271003208938,False
9nzf,protenix-v2,0.8534231542857142,0.17979260395395905,0.309841,0.7075087868515446,False
9obn,protenix-v2,0.9845034914285715,0.006477356887393285,0.90304,0.6639721065901877,False
9ppw,protenix-v2,0.488094521632653,0.09475807893929604,0.106201,0.6365022749429513,False
9ppy,protenix-v2,0.5185172979591837,0.1407037008281116,0.130829,0.6676256597714256,False
9pso,protenix-v2,0.9196393224489796,0.09198154169137938,0.755158,0.811180975895117,False
9q1l,protenix-v2,0.9931251077551021,0.003704004457371181,,0.9869944079575793,False
9q6h,protenix-v2,0.9968394351020406,0.0016421405789061704,0.970884,0.918043943263073,False
9q6n,protenix-v2,0.8790256081632654,0.07631719826209725,0.287151,0.20254982803661606,True
9q6y,protenix-v2,0.995776186122449,0.0021832987585376174,0.961183,0.8378824549740546,False
9q6z,protenix-v2,0.995776186122449,0.0021832987585376174,0.961183,0.8823840865914324,False
9q7y,protenix-v2,0.8479618465306124,0.043739557462064746,0.380887,0.5894216037325869,False
9qqe,protenix-v2,0.8896740171428572,0.09839304356580582,0.550591,0.10708935678766175,True
9qqf,protenix-v2,0.6753073379591836,0.08360120255806346,0.089425,0.1569334641258161,True
9qrv,protenix-v2,0.9072240220408164,0.05522966801722958,0.426092,0.03384153652045583,True
9rig,protenix-v2,0.7494494759183673,0.15945877837016095,0.417514,0.15703561526325138,True
9rih,protenix-v2,0.7688123216326531,0.10756024680430726,0.404026,0.08283360499713156,True
9rn6,protenix-v2,0.747130626122449,0.16458222606499276,0.336811,0.5736123787639387,False
9rye,protenix-v2,0.9749793893877552,0.023128031530154174,0.952361,0.9011910353051534,False
9ryf,protenix-v2,0.9749793893877552,0.023128031530154174,0.952361,0.8925557756954919,False
9sat,protenix-v2,0.7568713902040817,0.07135613273912522,0.125911,0.06151597608836871,True
9sbb,protenix-v2,0.7149299110204081,0.14065764969164743,0.197345,0.738635656010036,False
9ssm,protenix-v2,0.7555881893877552,0.0729874151872497,0.10919,0.16838311065241932,True
9t3r,protenix-v2,0.6186358048979591,0.1365239095753826,0.127525,0.19817019020107907,True
9t3s,protenix-v2,0.608368667755102,0.09974827317135657,0.072334,0.4313425430633888,False
9th6,protenix-v2,0.7828096897959185,0.06989905717796971,0.116715,0.6734796918596518,False
9tmp,protenix-v2,0.880762746122449,0.07794035501125227,0.368821,0.5684458873228716,False
9u5p,protenix-v2,0.9874740653061224,0.007522724618917115,0.8961,0.9039566201213427,False
9u5q,protenix-v2,0.9860275648979592,0.009997342141446156,0.872198,0.8878924634136373,False
9u5r,protenix-v2,0.9853908546938775,0.00912376708218193,0.872388,0.9092293097266276,False
9ua5,protenix-v2,0.5813982236734694,0.11330128731188169,0.098661,0.09062781161552724,True
9udq,protenix-v2,0.8717789387755103,0.07144654399640711,0.231859,0.13741296914245374,True
9ue0,protenix-v2,0.9207213730612244,0.050815820299238486,0.368961,0.20302326488773415,True
9ugo,protenix-v2,0.8519460114285714,0.05196817452782974,0.258851,0.12391842720369341,True
9uk2,protenix-v2,0.6497691567346939,0.1581836458856911,0.16619,0.5347773171771844,False
9ull,protenix-v2,0.9237350220408163,0.08286895595725355,,0.8718069228740738,False
9ulm,protenix-v2,0.94019036,0.07669480204580953,,0.8021725316254004,False
9ulp,protenix-v2,0.9909282048979591,0.005770080497268267,0.922515,0.31416035798596514,False
9uo0,protenix-v2,0.8751895257142857,0.14205500622558062,0.567709,0.2984153472075948,False
9uoc,protenix-v2,0.7564560579591837,0.12789817814121013,0.253241,0.7808710883397006,False
9uoi,protenix-v2,0.765240064489796,0.11857131803556949,0.266357,0.4459336556767292,False
9v0x,protenix-v2,0.7215732285714286,0.14883620272972045,0.250904,0.014812740574683009,True
9v1h,protenix-v2,0.5837209771428571,0.10186789625731811,0.215583,0.6938031166542574,False
9ve0,protenix-v2,0.8316195902040817,0.1291173955454976,0.324367,0.8025483702821732,False
9vmn,protenix-v2,0.6292815306122449,0.16460970959993204,0.399874,0.8219957721947546,False
9vmo,protenix-v2,0.6292815306122449,0.16460970959993204,0.399874,0.805514145780048,False
9vnp,protenix-v2,0.8200308857142858,0.1551085134844372,0.819512,0.8395428005381821,False
9vo2,protenix-v2,0.6292815306122449,0.16460970959993204,0.399874,0.8019316791932148,False
9w14,protenix-v2,0.9955153355102041,0.002335406477420972,0.965589,0.911718262151347,False
9wb3,protenix-v2,0.9874441126530613,0.008422685844471242,0.886433,0.9110422651062214,False
9wb4,protenix-v2,0.9860275648979592,0.009997342141446156,0.872198,0.8878924634136373,False
9wpm,protenix-v2,0.8949379632653062,0.1265515854885912,0.604969,0.024701248399840947,True
9wwh,protenix-v2,0.8858574930612244,0.13807684667388156,,0.798540706455126,False
9x05,protenix-v2,0.9160088514285714,0.12226974217224686,0.88778,0.8078077283758054,False
9x0j,protenix-v2,0.898323975510204,0.12539593671298424,0.793042,0.794416172277264,False
9x3z,protenix-v2,0.5837209771428571,0.10186789625731811,0.215583,0.5236666679295162,False
9xqb,protenix-v2,0.847464490612245,0.1300000744288143,0.530277,0.3895743113169252,False
9xqc,protenix-v2,0.5978966979591837,0.15933557607102664,0.341332,0.7246007235631965,False
9xqn,protenix-v2,0.6658946995918367,0.0952862885614198,0.131373,0.13916486763739902,True
9xsx,protenix-v2,0.8809636767346938,0.12236223447501755,0.830027,0.8183593977807363,False
9xth,protenix-v2,0.7579624334693877,0.09724705611838387,0.136901,0.3274536670011056,False
9y0a,protenix-v2,0.692576347755102,0.15073209576194058,0.1161,0.6352236847147156,False
9y0e,protenix-v2,0.6797090595918367,0.1626634339020665,0.180114,0.07516454992644307,True
9yc5,protenix-v2,0.8854153126530612,0.10005471631620433,0.846275,0.815713631271371,False
9yio,protenix-v2,0.8757399387755103,0.038491229538915435,0.18947,0.6414121557978482,False
9ynx,protenix-v2,0.9627773518367345,0.051548217638161975,,0.44167292086793064,False
9yxd,protenix-v2,0.9465205232653062,0.041052139052470044,0.686524,0.7752163644342112,False
9zdu,protenix-v2,0.9513528824489796,0.055498541469557766,0.931294,0.9392486784511678,False
9zen,protenix-v2,0.5980839085714286,0.0784919420264623,0.089113,0.198287125658104,True
