target,gen,mean_tm,sd_tm,pss,oracle50_dockq,failing
9d73,opendde-abag,0.9922658342857142,0.005211640448493689,0.964681,0.9495107914358343,False
9d74,opendde-abag,0.9939731461224489,0.003738729071062986,0.95443,0.8650430183220638,False
9dsg,opendde-abag,0.8462443869387756,0.14029115035109938,0.386815,0.03200320118329097,True
9fte,opendde-abag,0.9571743102040815,0.042602516244476876,0.603021,0.16525803902585376,True
9gei,opendde-abag,0.5511354791836736,0.14498310743748727,0.121837,0.1776021905741522,True
9gfr,opendde-abag,0.880063208979592,0.021997747362344902,0.100026,0.4267075978212746,False
9gvn,opendde-abag,0.9982977542857143,0.0010110037295960606,0.986015,0.6813945723772031,False
9hv9,opendde-abag,0.9951427232653061,0.004477797306638193,0.950629,0.011265104189153363,True
9i3p,opendde-abag,0.9444363624489795,0.06174299708689815,0.828177,0.7112541891431422,False
9i5n,opendde-abag,0.8129605444897959,0.14627255769305053,0.40299,0.11954452617731127,True
9iar,opendde-abag,0.961314813877551,0.06079042486244342,,0.717130220779392,False
9ivj,opendde-abag,0.8234780791836736,0.09423438209884152,,0.014213042756651466,True
9j4c,opendde-abag,0.7131170824489796,0.16767741909858644,0.227564,0.5908799027765356,False
9j87,opendde-abag,0.902925267755102,0.05434541896871384,0.863016,0.8058555713744019,False
9jkr,opendde-abag,0.9969578702040816,0.0019498742469891185,0.983553,0.922851272305539,False
9jno,opendde-abag,0.9904406751020408,0.005712483260061437,0.887542,0.8647499620316301,False
9k6j,opendde-abag,0.9955129665306123,0.00484993921776579,0.980353,0.8324422717830086,False
9kwy,opendde-abag,0.7724573820408164,0.09922862079258862,0.162928,0.379085310594959,False
9l1l,opendde-abag,0.9050660138775509,0.07878174165285348,0.523026,0.021055220156738583,True
9l8z,opendde-abag,0.9949707983673468,0.0028205104012263282,0.958214,0.9474734443674473,False
9l9o,opendde-abag,0.5930719755102041,0.11507104001633882,0.074165,0.27401153912685644,False
9l9y,opendde-abag,0.8541400440816327,0.09396807903864783,,0.20243656531315146,True
9lbw,opendde-abag,0.9717734759183674,0.019831419420450677,0.879197,0.03756842316658227,True
9ldx,opendde-abag,0.749828787755102,0.17154772892483663,0.411483,0.5682332708235681,False
9le0,opendde-abag,0.749828787755102,0.17154772892483663,0.411483,0.6255806287761564,False
9lh2,opendde-abag,0.6928133942857143,0.11918195276314436,0.152864,0.09339843992373469,True
9lme,opendde-abag,0.9346209763265305,0.09918176508450847,,0.14606706942857628,True
9loe,opendde-abag,0.6898441387755102,0.15691650680582972,0.134336,0.12985159056439563,True
9lof,opendde-abag,0.623057613877551,0.12486749866026842,0.095494,0.07595409769548615,True
9log,opendde-abag,0.6259135395918367,0.13738332762840377,0.095414,0.08086667972334496,True
9loz,opendde-abag,0.9978972391836733,0.0010819527293303793,0.989388,0.9490685836085203,False
9lp1,opendde-abag,0.9973884024489795,0.0012587411050185777,0.990851,0.9373700525060241,False
9lqw,opendde-abag,0.9970811428571428,0.0017563962455632185,0.983075,0.8181609000834505,False
9lr1,opendde-abag,0.9960030824489795,0.0017019690216784746,0.975185,0.7205419680815704,False
9lsy,opendde-abag,0.9754827763265307,0.01606031471017832,0.945943,0.7538084841323173,False
9lsz,opendde-abag,0.9835437575510204,0.01062165902291999,0.877085,0.7343537289960548,False
9lwc,opendde-abag,0.6857347551020408,0.10411538892464174,0.121661,0.11308808148625883,True
9lxp,opendde-abag,0.9924192367346939,0.012385339804104703,0.919224,0.6229321378702475,False
9ly2,opendde-abag,0.9421001102040816,0.05143436985672583,0.580532,,
9ly3,opendde-abag,0.9014816963265306,0.06285210094979557,0.585155,,
9ly5,opendde-abag,0.9557622742857144,0.07144471079504504,0.90475,0.6933236481544364,False
9ly6,opendde-abag,0.6255173420408163,0.12174260936640117,0.127758,0.023280521345670945,True
9lz0,opendde-abag,0.9968366057142859,0.0014975866731920572,0.943343,0.8293178610212442,False
9lz1,opendde-abag,0.9968366057142859,0.0014975866731920572,0.943343,0.8459768461270721,False
9lz2,opendde-abag,0.9835694930612244,0.011919867013714782,0.800157,,
9m0j,opendde-abag,0.9505258726530612,0.026614953763659667,0.758715,0.5077376058973431,False
9m0x,opendde-abag,0.9738351232653062,0.031333644207300615,0.820189,0.8126923783980061,False
9m0z,opendde-abag,0.963908968979592,0.034804194198539494,0.728388,0.7869641488324545,False
9m1p,opendde-abag,0.972539224489796,0.03268416070430303,0.796762,0.8201157612223895,False
9m2o,opendde-abag,0.9865296726530612,0.01499437244540829,0.899498,0.6090376682745815,False
9m2s,opendde-abag,0.963908968979592,0.034804194198539494,0.728388,0.799050888413159,False
9m3q,opendde-abag,0.972539224489796,0.03268416070430303,0.796762,0.8059186528973453,False
9m3s,opendde-abag,0.9777239616326531,0.030604068066966316,0.819009,0.813595071728683,False
9m40,opendde-abag,0.9745323167346938,0.02457522142074115,0.911763,0.8464402673796556,False
9m72,opendde-abag,0.7616778816326532,0.1152195199193504,0.200753,0.07712593847766823,True
9m8k,opendde-abag,0.9362710644897958,0.040346284951824254,0.882231,0.6765913305180818,False
9m8l,opendde-abag,0.9595672448979592,0.10944802371692994,0.879648,0.8988407020202889,False
9ma0,opendde-abag,0.7790405608163266,0.11316040907833849,0.208475,0.24340940474806114,False
9mmj,opendde-abag,0.9815137534693876,0.04023076467133638,0.824772,0.8549223148380412,False
9mnb,opendde-abag,0.9874720971428571,0.03479863542674661,0.970718,0.9217719308835314,False
9mns,opendde-abag,0.7956684024489796,0.08839450930248217,0.201309,0.5521623477395027,False
9mnt,opendde-abag,0.9127263265306124,0.08027555974924244,0.750754,0.6711881512938871,False
9mnu,opendde-abag,0.8934807575510203,0.06683180158331073,0.390645,0.23778827573133057,False
9msc,opendde-abag,0.7226216,0.18656496856570706,0.241031,0.16394857439388397,True
9mxu,opendde-abag,0.9805439151020409,0.009864626290476061,0.955925,0.8517229130637075,False
9mz6,opendde-abag,0.992538706122449,0.006644757425906998,0.850702,0.8204573108441559,False
9mz7,opendde-abag,0.9938230375510204,0.00788542135150905,0.961611,0.9578305652553993,False
9mz8,opendde-abag,0.9966238767346937,0.003986484213028322,0.969172,0.971121201882205,False
9mze,opendde-abag,0.9710053853061225,0.02055236721079734,0.946587,0.8278551050818018,False
9mzf,opendde-abag,0.9750701697959184,0.013244507178532153,0.949448,0.8816656806751547,False
9n05,opendde-abag,0.974644127346939,0.0213906943121924,0.89247,0.8444405382909116,False
9n09,opendde-abag,0.9364085273469389,0.023867372735510345,0.761096,0.8988142407702316,False
9n0e,opendde-abag,0.980375610612245,0.017198610154935148,0.92661,0.8147246141444898,False
9n1p,opendde-abag,0.974644127346939,0.0213906943121924,0.89247,0.8052137181964646,False
9n1q,opendde-abag,0.9774767232653061,0.021810047529600158,0.92046,0.7387665694130053,False
9n2i,opendde-abag,0.9814421224489795,0.017099958214190088,0.935615,0.8003389987621913,False
9n38,opendde-abag,0.9946503697959185,0.0029470640013662627,0.984123,0.8496983781358617,False
9n8i,opendde-abag,0.8277007273469387,0.09143646881575557,0.226743,0.13932477461637885,True
9n8n,opendde-abag,0.7155365053061225,0.1050488330547516,0.148482,0.03970450768071734,True
