variant,generator,threshold,N,line,success,lo,hi
iii,protenix-v2,0.23,1,random,0.38322981366459635,0.32138819875776403,0.44772903726708074
iii,protenix-v2,0.23,2,random,0.3818012422360247,0.3200271739130434,0.44592080745341617
iii,protenix-v2,0.23,4,random,0.38167701863354037,0.32020341614906833,0.4461645962732919
iii,protenix-v2,0.23,8,random,0.384223602484472,0.3224518633540372,0.45012577639751544
iii,protenix-v2,0.23,16,random,0.3843478260869565,0.32274456521739137,0.4487981366459627
iii,protenix-v2,0.23,32,random,0.38385093167701867,0.32136568322981374,0.4487919254658384
iii,protenix-v2,0.23,50,random,0.38164596273291923,0.319898291925466,0.4472771739130435
iii,protenix-v2,0.8,1,ranked,0.09369565217391305,0.054767857142857146,0.13434860248447206
iii,protenix-v2,0.8,2,ranked,0.09639751552795031,0.056859472049689434,0.138083850931677
iii,protenix-v2,0.8,4,ranked,0.09698757763975155,0.05787655279503106,0.13936335403726707
iii,protenix-v2,0.8,8,ranked,0.09583850931677018,0.056767080745341605,0.1377624223602484
iii,protenix-v2,0.8,16,ranked,0.09369565217391304,0.05427872670807453,0.13569332298136644
iii,protenix-v2,0.8,32,ranked,0.08726708074534162,0.04797360248447204,0.13065450310559007
iii,protenix-v2,0.8,50,ranked,0.08074534161490683,0.04332298136645964,0.12422360248447205
iii,protenix-v2,0.8,1,oracle,0.09369565217391305,0.054767857142857146,0.13434860248447206
iii,protenix-v2,0.8,2,oracle,0.1110248447204969,0.06773214285714285,0.1568144409937888
iii,protenix-v2,0.8,4,oracle,0.12220496894409938,0.0770504658385093,0.171958850931677
iii,protenix-v2,0.8,8,oracle,0.13245341614906833,0.08505124223602484,0.18546661490683233
iii,protenix-v2,0.8,16,oracle,0.13916149068322983,0.09043322981366458,0.19326708074534166
iii,protenix-v2,0.8,32,oracle,0.1458074534161491,0.09679114906832297,0.20016770186335406
iii,protenix-v2,0.8,50,oracle,0.14906832298136646,0.09937888198757763,0.20496894409937888
iii,protenix-v2,0.8,1,random,0.09369565217391305,0.054767857142857146,0.13434860248447206
iii,protenix-v2,0.8,2,random,0.09478260869565218,0.05518400621118013,0.13578804347826084
iii,protenix-v2,0.8,4,random,0.09518633540372672,0.056086956521739124,0.13493555900621113
iii,protenix-v2,0.8,8,random,0.09431677018633541,0.05568555900621119,0.13614906832298138
iii,protenix-v2,0.8,16,random,0.09434782608695651,0.05498447204968943,0.13527562111801242
iii,protenix-v2,0.8,32,random,0.0936335403726708,0.055408385093167686,0.13385403726708073
iii,protenix-v2,0.8,50,random,0.09509316770186335,0.05554891304347826,0.13567624223602484
iii,boltz2,0.23,1,ranked,0.2709627329192546,0.21017624223602485,0.3368944099378881
iii,boltz2,0.23,2,ranked,0.27962732919254657,0.21686335403726717,0.3471172360248448
iii,boltz2,0.23,4,ranked,0.2838509316770188,0.2210706521739131,0.3510458074534162
iii,boltz2,0.23,8,ranked,0.28692546583850936,0.221860248447205,0.35471040372670815
iii,boltz2,0.23,16,ranked,0.28968944099378885,0.22317080745341614,0.35916692546583845
iii,boltz2,0.23,32,ranked,0.2922360248447205,0.2238796583850932,0.3625496894409938
iii,boltz2,0.23,50,ranked,0.2919254658385093,0.2234472049689441,0.36645962732919257
iii,boltz2,0.23,1,oracle,0.2709627329192546,0.21017624223602485,0.3368944099378881
iii,boltz2,0.23,2,oracle,0.30344720496894406,0.23843090062111802,0.371358695652174
iii,boltz2,0.23,4,oracle,0.33748447204968945,0.2695636645962733,0.40813742236024836
iii,boltz2,0.23,8,oracle,0.3720807453416149,0.30175621118012413,0.4454068322981366
iii,boltz2,0.23,16,oracle,0.40086956521739125,0.32985947204968946,0.4767003105590062
iii,boltz2,0.23,32,oracle,0.42686335403726705,0.35348524844720497,0.5030753105590062
iii,boltz2,0.23,50,oracle,0.4472049689440994,0.37267080745341613,0.521894409937888
iii,boltz2,0.23,1,random,0.2709627329192546,0.21017624223602485,0.3368944099378881
iii,boltz2,0.23,2,random,0.27074534161490676,0.20977950310559004,0.33739906832298144
iii,boltz2,0.23,4,random,0.26916149068322975,0.20871506211180121,0.3355659937888198
iii,boltz2,0.23,8,random,0.26869565217391306,0.20830201863354036,0.33481832298136643
iii,boltz2,0.23,16,random,0.26956521739130435,0.20883773291925464,0.336125
iii,boltz2,0.23,32,random,0.2715217391304348,0.21069642857142865,0.33810869565217394
iii,boltz2,0.23,50,random,0.26972049689441,0.2092523291925466,0.33665450310559003
iii,boltz2,0.8,1,ranked,0.07326086956521738,0.0379472049689441,0.11230822981366458
iii,boltz2,0.8,2,ranked,0.07515527950310559,0.03900077639751553,0.11544409937888199
iii,boltz2,0.8,4,ranked,0.07714285714285717,0.040275621118012424,0.11742701863354038
iii,boltz2,0.8,8,ranked,0.07627329192546585,0.039812111801242236,0.11646661490683229
iii,boltz2,0.8,16,ranked,0.07565217391304346,0.03961490683229814,0.11711335403726708
iii,boltz2,0.8,32,ranked,0.07310559006211179,0.03785326086956521,0.11463198757763975
iii,boltz2,0.8,50,ranked,0.06832298136645963,0.031055900621118012,0.10559006211180125
iii,boltz2,0.8,1,oracle,0.07326086956521738,0.0379472049689441,0.11230822981366458
iii,boltz2,0.8,2,oracle,0.07944099378881987,0.04201708074534162,0.12051319875776395
iii,boltz2,0.8,4,oracle,0.08704968944099378,0.048894409937888204,0.1294774844720497
iii,boltz2,0.8,8,oracle,0.0951552795031056,0.05411878881987578,0.14004736024844716
iii,boltz2,0.8,16,oracle,0.10487577639751551,0.06036568322981367,0.15304503105590062
iii,boltz2,0.8,32,oracle,0.11406832298136647,0.06757686335403726,0.16584316770186333
iii,boltz2,0.8,50,oracle,0.11801242236024845,0.06832298136645963,0.17391304347826086
iii,boltz2,0.8,1,random,0.07326086956521738,0.0379472049689441,0.11230822981366458
iii,boltz2,0.8,2,random,0.0729503105590062,0.03812189440993789,0.11288897515527949
iii,boltz2,0.8,4,random,0.07360248447204969,0.037885869565217396,0.11298214285714284
iii,boltz2,0.8,8,random,0.07279503105590063,0.03776164596273291,0.11248524844720499
iii,boltz2,0.8,16,random,0.07263975155279503,0.03772593167701863,0.11162111801242235
iii,boltz2,0.8,32,random,0.07391304347826086,0.0382251552795031,0.11352018633540369
iii,boltz2,0.8,50,random,0.07347826086956522,0.03803726708074534,0.11255201863354036
iv,opendde-abag,0.23,1,ranked,0.6636335403726706,0.5929122670807454,0.7342344720496894
iv,opendde-abag,0.23,2,ranked,0.6649378881987578,0.5938765527950309,0.7370038819875776
iv,opendde-abag,0.23,4,ranked,0.6665217391304349,0.5934774844720497,0.7395341614906832
iv,opendde-abag,0.23,8,ranked,0.667888198757764,0.5934782608695652,0.7414906832298136
iv,opendde-abag,0.23,16,ranked,0.6673291925465838,0.5924580745341617,0.7422422360248448
iv,opendde-abag,0.23,32,ranked,0.6679813664596274,0.5926591614906832,0.7426203416149069
iv,opendde-abag,0.23,50,ranked,0.6645962732919255,0.5900621118012422,0.7391304347826086
iv,opendde-abag,0.23,1,oracle,0.6636335403726706,0.5929122670807454,0.7342344720496894
iv,opendde-abag,0.23,2,oracle,0.6782608695652174,0.6076055900621117,0.7482771739130435
iv,opendde-abag,0.23,4,oracle,0.6968633540372672,0.6266653726708074,0.7665333850931678
iv,opendde-abag,0.23,8,oracle,0.7117701863354037,0.642544254658385,0.7809518633540373
iv,opendde-abag,0.23,16,oracle,0.7262422360248447,0.6566832298136646,0.7949208074534161
iv,opendde-abag,0.23,32,oracle,0.7398757763975155,0.6683804347826088,0.8069565217391301
iv,opendde-abag,0.23,50,oracle,0.7515527950310559,0.6770186335403726,0.8198757763975155
iv,opendde-abag,0.23,1,random,0.6636335403726706,0.5929122670807454,0.7342344720496894
iv,opendde-abag,0.23,2,random,0.6632919254658384,0.5938020186335404,0.7343509316770187
iv,opendde-abag,0.23,4,random,0.6628571428571429,0.5925947204968945,0.7343672360248447
iv,opendde-abag,0.23,8,random,0.6642857142857144,0.593361801242236,0.7347686335403726
iv,opendde-abag,0.23,16,random,0.6636024844720497,0.5935279503105588,0.7346428571428572
iv,opendde-abag,0.23,32,random,0.6631366459627328,0.5932445652173913,0.7346669254658386
iv,opendde-abag,0.23,50,random,0.6636024844720494,0.5938284161490681,0.7340520186335404
iv,opendde-abag,0.8,1,ranked,0.25577639751552805,0.18988509316770186,0.31948913043478266
iv,opendde-abag,0.8,2,ranked,0.25990683229813666,0.19386024844720492,0.325430900621118
iv,opendde-abag,0.8,4,ranked,0.25810559006211187,0.19301242236024843,0.3233501552795031
iv,opendde-abag,0.8,8,ranked,0.25577639751552794,0.19229192546583848,0.3211343167701862
iv,opendde-abag,0.8,16,ranked,0.2531055900621117,0.19002872670807447,0.31775155279503103
iv,opendde-abag,0.8,32,ranked,0.24990683229813665,0.18474922360248447,0.3124611801242236
iv,opendde-abag,0.8,50,ranked,0.2484472049689441,0.18012422360248448,0.3167701863354037
iv,opendde-abag,0.8,1,oracle,0.25577639751552805,0.18988509316770186,0.31948913043478266
iv,opendde-abag,0.8,2,oracle,0.2831055900621119,0.212151397515528,0.35330978260869556
iv,opendde-abag,0.8,4,oracle,0.3032608695652175,0.2300217391304348,0.37705667701863355
iv,opendde-abag,0.8,8,oracle,0.32155279503105594,0.2480209627329192,0.3962437888198757
iv,opendde-abag,0.8,16,oracle,0.34406832298136647,0.2718509316770186,0.4206645962732919
iv,opendde-abag,0.8,32,oracle,0.371583850931677,0.2973563664596273,0.45341847826086956
iv,opendde-abag,0.8,50,oracle,0.391304347826087,0.3167701863354037,0.4782608695652174
iv,opendde-abag,0.8,1,random,0.25577639751552805,0.18988509316770186,0.31948913043478266
iv,opendde-abag,0.8,2,random,0.25605590062111805,0.1902725155279503,0.3204246894409938
iv,opendde-abag,0.8,4,random,0.25652173913043474,0.19065450310559007,0.3212119565217391
iv,opendde-abag,0.8,8,random,0.25487577639751546,0.18966149068322977,0.3184712732919254
iv,opendde-abag,0.8,16,random,0.2546583850931677,0.18986102484472048,0.31767546583850936
iv,opendde-abag,0.8,32,random,0.2568322981366459,0.1903074534161491,0.32084549689440983
iv,opendde-abag,0.8,50,random,0.25499999999999995,0.18974999999999995,0.3185108695652174
iv,protenix-v2,0.23,1,ranked,0.40788819875776405,0.3442523291925466,0.4745978260869568
iv,protenix-v2,0.23,2,ranked,0.4317701863354037,0.36620652173913043,0.5030916149068322
iv,protenix-v2,0.23,4,ranked,0.44546583850931676,0.3775411490683231,0.5197903726708073
iv,protenix-v2,0.23,8,ranked,0.4492236024844721,0.37819254658385104,0.5234821428571428
iv,protenix-v2,0.23,16,ranked,0.4451242236024845,0.37465217391304345,0.5206801242236025
iv,protenix-v2,0.23,32,ranked,0.4466149068322982,0.37506444099378883,0.5256832298136647
iv,protenix-v2,0.23,50,ranked,0.453416149068323,0.37888198757763975,0.5341614906832298
iv,protenix-v2,0.23,1,oracle,0.40788819875776405,0.3442523291925466,0.4745978260869568
iv,protenix-v2,0.23,2,oracle,0.4588509316770186,0.39671350931677013,0.5271156832298136
iv,protenix-v2,0.23,4,oracle,0.5050931677018634,0.43967934782608703,0.5744829192546583
iv,protenix-v2,0.23,8,oracle,0.5455279503105591,0.47877251552795036,0.615810559006211
iv,protenix-v2,0.23,16,oracle,0.5851863354037268,0.5133346273291925,0.6555644409937886
iv,protenix-v2,0.23,32,oracle,0.6226397515527952,0.5469200310559006,0.6974588509316769
iv,protenix-v2,0.23,50,oracle,0.6459627329192547,0.5714285714285714,0.7206521739130434
iv,protenix-v2,0.23,1,random,0.40788819875776405,0.3442523291925466,0.4745978260869568
iv,protenix-v2,0.23,2,random,0.4080434782608695,0.3447810559006211,0.47560559006211195
iv,protenix-v2,0.23,4,random,0.40661490683229806,0.34347515527950306,0.47438276397515505
iv,protenix-v2,0.23,8,random,0.40931677018633544,0.34657453416149064,0.4760015527950308
iv,protenix-v2,0.23,16,random,0.40950310559006214,0.3459293478260869,0.47693478260869565
iv,protenix-v2,0.23,32,random,0.4100310559006212,0.34651475155279504,0.4765822981366459
iv,protenix-v2,0.23,50,random,0.4059627329192545,0.3429045031055902,0.4741638198757765
iv,protenix-v2,0.8,1,ranked,0.12161490683229814,0.07918711180124224,0.16866925465838511
iv,protenix-v2,0.8,2,ranked,0.12636645962732918,0.08080745341614907,0.17467546583850926
iv,protenix-v2,0.8,4,ranked,0.12922360248447204,0.08238975155279502,0.17787810559006212
iv,protenix-v2,0.8,8,ranked,0.12866459627329196,0.08158928571428571,0.1781071428571429
iv,protenix-v2,0.8,16,ranked,0.12872670807453418,0.08074145962732918,0.1792624223602485
iv,protenix-v2,0.8,32,ranked,0.12593167701863353,0.07741304347826086,0.1757857142857143
iv,protenix-v2,0.8,50,ranked,0.12422360248447205,0.07453416149068323,0.17391304347826086
iv,protenix-v2,0.8,1,oracle,0.12161490683229814,0.07918711180124224,0.16866925465838511
iv,protenix-v2,0.8,2,oracle,0.14444099378881986,0.09596350931677018,0.19550776397515518
iv,protenix-v2,0.8,4,oracle,0.162111801242236,0.10928338509316769,0.21848136645962724
iv,protenix-v2,0.8,8,oracle,0.17841614906832298,0.12417080745341616,0.23446118012422357
iv,protenix-v2,0.8,16,oracle,0.19543478260869562,0.13686024844720496,0.2547267080745341
iv,protenix-v2,0.8,32,oracle,0.21161490683229808,0.15096040372670808,0.2724518633540372
iv,protenix-v2,0.8,50,oracle,0.2236024844720497,0.16149068322981366,0.2919254658385093
iv,protenix-v2,0.8,1,random,0.12161490683229814,0.07918711180124224,0.16866925465838511
iv,protenix-v2,0.8,2,random,0.12254658385093166,0.08055357142857143,0.16925854037267085
iv,protenix-v2,0.8,4,random,0.12226708074534157,0.07951319875776397,0.16814984472049682
iv,protenix-v2,0.8,8,random,0.1208385093167702,0.0781552795031056,0.167402950310559
iv,protenix-v2,0.8,16,random,0.12127329192546583,0.07883385093167704,0.16751708074534163
iv,protenix-v2,0.8,32,random,0.11996894409937893,0.07748757763975156,0.16662034161490683
iv,protenix-v2,0.8,50,random,0.12139751552795035,0.0790248447204969,0.16767003105590061
iv,boltz2,0.23,1,ranked,0.2834472049689441,0.21934704968944102,0.3511195652173913
iv,boltz2,0.23,2,ranked,0.29108695652173916,0.22654425465838524,0.3611917701863354
iv,boltz2,0.23,4,ranked,0.29621118012422376,0.23139906832298146,0.3657787267080746
iv,boltz2,0.23,8,ranked,0.29826086956521736,0.23257142857142857,0.36734006211180126
iv,boltz2,0.23,16,ranked,0.2993478260869566,0.23108618012422358,0.3685023291925466
iv,boltz2,0.23,32,ranked,0.29987577639751556,0.23083074534161485,0.37189906832298136
iv,boltz2,0.23,50,ranked,0.2981366459627329,0.2236024844720497,0.37267080745341613
iv,boltz2,0.23,1,oracle,0.2834472049689441,0.21934704968944102,0.3511195652173913
iv,boltz2,0.23,2,oracle,0.316055900621118,0.2501770186335404,0.38701242236024846
iv,boltz2,0.23,4,oracle,0.35450310559006215,0.28443555900621126,0.4275885093167701
iv,boltz2,0.23,8,oracle,0.39543478260869563,0.32568866459627327,0.4687523291925465
iv,boltz2,0.23,16,oracle,0.4300931677018633,0.35928105590062104,0.5033625776397516
iv,boltz2,0.23,32,oracle,0.466024844720497,0.3883664596273292,0.5412391304347826
iv,boltz2,0.23,50,oracle,0.4906832298136646,0.40993788819875776,0.5652173913043478
iv,boltz2,0.23,1,random,0.2834472049689441,0.21934704968944102,0.3511195652173913
iv,boltz2,0.23,2,random,0.283167701863354,0.21887267080745343,0.3522135093167702
iv,boltz2,0.23,4,random,0.28183229813664595,0.2180729813664596,0.3502267080745341
iv,boltz2,0.23,8,random,0.28217391304347833,0.2183524844720497,0.3503951863354037
iv,boltz2,0.23,16,random,0.2818012422360249,0.21800776397515534,0.3502336956521739
iv,boltz2,0.23,32,random,0.28440993788819874,0.2202453416149068,0.3533315217391303
iv,boltz2,0.23,50,random,0.28192546583850947,0.21751009316770192,0.3501948757763976
iv,boltz2,0.8,1,ranked,0.09124223602484471,0.054031055900621114,0.13554580745341613
iv,boltz2,0.8,2,ranked,0.09335403726708075,0.05570962732919254,0.13867934782608693
iv,boltz2,0.8,4,ranked,0.09282608695652175,0.05560636645962732,0.13786490683229813
iv,boltz2,0.8,8,ranked,0.09186335403726707,0.05490450310559006,0.13640993788819872
iv,boltz2,0.8,16,ranked,0.09260869565217393,0.055057453416149066,0.13641304347826086
iv,boltz2,0.8,32,ranked,0.09096273291925465,0.05229425465838508,0.13457686335403726
iv,boltz2,0.8,50,ranked,0.08695652173913043,0.049689440993788817,0.13043478260869565
iv,boltz2,0.8,1,oracle,0.09124223602484471,0.054031055900621114,0.13554580745341613
iv,boltz2,0.8,2,oracle,0.09978260869565216,0.06016770186335404,0.14778726708074533
iv,boltz2,0.8,4,oracle,0.10503105590062112,0.06490139751552794,0.15295108695652174
iv,boltz2,0.8,8,oracle,0.10931677018633541,0.06763043478260869,0.15820341614906835
iv,boltz2,0.8,16,oracle,0.1139751552795031,0.07171273291925466,0.16360403726708075
iv,boltz2,0.8,32,oracle,0.12037267080745341,0.07684549689440995,0.17241071428571428
iv,boltz2,0.8,50,oracle,0.12422360248447205,0.08074534161490683,0.17406832298136632
iv,boltz2,0.8,1,random,0.09124223602484471,0.054031055900621114,0.13554580745341613
iv,boltz2,0.8,2,random,0.09090062111801242,0.0539083850931677,0.1353229813664596
iv,boltz2,0.8,4,random,0.09124223602484473,0.05424844720496895,0.13665605590062113
iv,boltz2,0.8,8,random,0.09071428571428572,0.05400388198757764,0.13488509316770184
iv,boltz2,0.8,16,random,0.09062111801242236,0.0537888198757764,0.13484782608695653
iv,boltz2,0.8,32,random,0.09111801242236024,0.05446195652173913,0.13550310559006207
iv,boltz2,0.8,50,random,0.0906832298136646,0.05363198757763975,0.13547981366459622
