OP CODE,OP TYPE,GLOBAL CALL COUNT,DEVICE ID,DEVICE ARCH,ATTRIBUTES,MATH FIDELITY,CORE COUNT,AVAILABLE WORKER CORE COUNT,PARALLELIZATION STRATEGY,HOST START TS,HOST END TS,HOST DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns],DEVICE FW DURATION [ns],DEVICE KERNEL DURATION [ns],DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DURATION PER CORE MIN [ns],DEVICE KERNEL DURATION PER CORE MAX [ns],DEVICE KERNEL DURATION PER CORE AVG [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],DEVICE COMPUTE CB WAIT FRONT [ns],DEVICE COMPUTE CB RESERVE BACK [ns],DISPATCH TOTAL CQ CMD OP TIME [ns],DISPATCH GO SEND WAIT TIME [ns],INPUT_0_W_PAD[LOGICAL],INPUT_0_Z_PAD[LOGICAL],INPUT_0_Y_PAD[LOGICAL],INPUT_0_X_PAD[LOGICAL],INPUT_0_LAYOUT,INPUT_0_DATATYPE,INPUT_0_MEMORY,INPUT_1_W_PAD[LOGICAL],INPUT_1_Z_PAD[LOGICAL],INPUT_1_Y_PAD[LOGICAL],INPUT_1_X_PAD[LOGICAL],INPUT_1_LAYOUT,INPUT_1_DATATYPE,INPUT_1_MEMORY,INPUT_2_W_PAD[LOGICAL],INPUT_2_Z_PAD[LOGICAL],INPUT_2_Y_PAD[LOGICAL],INPUT_2_X_PAD[LOGICAL],INPUT_2_LAYOUT,INPUT_2_DATATYPE,INPUT_2_MEMORY,INPUT_3_W_PAD[LOGICAL],INPUT_3_Z_PAD[LOGICAL],INPUT_3_Y_PAD[LOGICAL],INPUT_3_X_PAD[LOGICAL],INPUT_3_LAYOUT,INPUT_3_DATATYPE,INPUT_3_MEMORY,INPUT_4_W_PAD[LOGICAL],INPUT_4_Z_PAD[LOGICAL],INPUT_4_Y_PAD[LOGICAL],INPUT_4_X_PAD[LOGICAL],INPUT_4_LAYOUT,INPUT_4_DATATYPE,INPUT_4_MEMORY,INPUT_5_W_PAD[LOGICAL],INPUT_5_Z_PAD[LOGICAL],INPUT_5_Y_PAD[LOGICAL],INPUT_5_X_PAD[LOGICAL],INPUT_5_LAYOUT,INPUT_5_DATATYPE,INPUT_5_MEMORY,INPUT_6_W_PAD[LOGICAL],INPUT_6_Z_PAD[LOGICAL],INPUT_6_Y_PAD[LOGICAL],INPUT_6_X_PAD[LOGICAL],INPUT_6_LAYOUT,INPUT_6_DATATYPE,INPUT_6_MEMORY,INPUT_7_W_PAD[LOGICAL],INPUT_7_Z_PAD[LOGICAL],INPUT_7_Y_PAD[LOGICAL],INPUT_7_X_PAD[LOGICAL],INPUT_7_LAYOUT,INPUT_7_DATATYPE,INPUT_7_MEMORY,INPUT_8_W_PAD[LOGICAL],INPUT_8_Z_PAD[LOGICAL],INPUT_8_Y_PAD[LOGICAL],INPUT_8_X_PAD[LOGICAL],INPUT_8_LAYOUT,INPUT_8_DATATYPE,INPUT_8_MEMORY,INPUT_9_W_PAD[LOGICAL],INPUT_9_Z_PAD[LOGICAL],INPUT_9_Y_PAD[LOGICAL],INPUT_9_X_PAD[LOGICAL],INPUT_9_LAYOUT,INPUT_9_DATATYPE,INPUT_9_MEMORY,INPUT_10_W_PAD[LOGICAL],INPUT_10_Z_PAD[LOGICAL],INPUT_10_Y_PAD[LOGICAL],INPUT_10_X_PAD[LOGICAL],INPUT_10_LAYOUT,INPUT_10_DATATYPE,INPUT_10_MEMORY,INPUT_11_W_PAD[LOGICAL],INPUT_11_Z_PAD[LOGICAL],INPUT_11_Y_PAD[LOGICAL],INPUT_11_X_PAD[LOGICAL],INPUT_11_LAYOUT,INPUT_11_DATATYPE,INPUT_11_MEMORY,INPUT_12_W_PAD[LOGICAL],INPUT_12_Z_PAD[LOGICAL],INPUT_12_Y_PAD[LOGICAL],INPUT_12_X_PAD[LOGICAL],INPUT_12_LAYOUT,INPUT_12_DATATYPE,INPUT_12_MEMORY,INPUT_13_W_PAD[LOGICAL],INPUT_13_Z_PAD[LOGICAL],INPUT_13_Y_PAD[LOGICAL],INPUT_13_X_PAD[LOGICAL],INPUT_13_LAYOUT,INPUT_13_DATATYPE,INPUT_13_MEMORY,INPUT_14_W_PAD[LOGICAL],INPUT_14_Z_PAD[LOGICAL],INPUT_14_Y_PAD[LOGICAL],INPUT_14_X_PAD[LOGICAL],INPUT_14_LAYOUT,INPUT_14_DATATYPE,INPUT_14_MEMORY,INPUT_15_W_PAD[LOGICAL],INPUT_15_Z_PAD[LOGICAL],INPUT_15_Y_PAD[LOGICAL],INPUT_15_X_PAD[LOGICAL],INPUT_15_LAYOUT,INPUT_15_DATATYPE,INPUT_15_MEMORY,INPUT_16_W_PAD[LOGICAL],INPUT_16_Z_PAD[LOGICAL],INPUT_16_Y_PAD[LOGICAL],INPUT_16_X_PAD[LOGICAL],INPUT_16_LAYOUT,INPUT_16_DATATYPE,INPUT_16_MEMORY,INPUT_17_W_PAD[LOGICAL],INPUT_17_Z_PAD[LOGICAL],INPUT_17_Y_PAD[LOGICAL],INPUT_17_X_PAD[LOGICAL],INPUT_17_LAYOUT,INPUT_17_DATATYPE,INPUT_17_MEMORY,INPUT_18_W_PAD[LOGICAL],INPUT_18_Z_PAD[LOGICAL],INPUT_18_Y_PAD[LOGICAL],INPUT_18_X_PAD[LOGICAL],INPUT_18_LAYOUT,INPUT_18_DATATYPE,INPUT_18_MEMORY,INPUT_19_W_PAD[LOGICAL],INPUT_19_Z_PAD[LOGICAL],INPUT_19_Y_PAD[LOGICAL],INPUT_19_X_PAD[LOGICAL],INPUT_19_LAYOUT,INPUT_19_DATATYPE,INPUT_19_MEMORY,INPUT_20_W_PAD[LOGICAL],INPUT_20_Z_PAD[LOGICAL],INPUT_20_Y_PAD[LOGICAL],INPUT_20_X_PAD[LOGICAL],INPUT_20_LAYOUT,INPUT_20_DATATYPE,INPUT_20_MEMORY,INPUT_21_W_PAD[LOGICAL],INPUT_21_Z_PAD[LOGICAL],INPUT_21_Y_PAD[LOGICAL],INPUT_21_X_PAD[LOGICAL],INPUT_21_LAYOUT,INPUT_21_DATATYPE,INPUT_21_MEMORY,INPUT_22_W_PAD[LOGICAL],INPUT_22_Z_PAD[LOGICAL],INPUT_22_Y_PAD[LOGICAL],INPUT_22_X_PAD[LOGICAL],INPUT_22_LAYOUT,INPUT_22_DATATYPE,INPUT_22_MEMORY,INPUT_23_W_PAD[LOGICAL],INPUT_23_Z_PAD[LOGICAL],INPUT_23_Y_PAD[LOGICAL],INPUT_23_X_PAD[LOGICAL],INPUT_23_LAYOUT,INPUT_23_DATATYPE,INPUT_23_MEMORY,INPUT_24_W_PAD[LOGICAL],INPUT_24_Z_PAD[LOGICAL],INPUT_24_Y_PAD[LOGICAL],INPUT_24_X_PAD[LOGICAL],INPUT_24_LAYOUT,INPUT_24_DATATYPE,INPUT_24_MEMORY,INPUT_25_W_PAD[LOGICAL],INPUT_25_Z_PAD[LOGICAL],INPUT_25_Y_PAD[LOGICAL],INPUT_25_X_PAD[LOGICAL],INPUT_25_LAYOUT,INPUT_25_DATATYPE,INPUT_25_MEMORY,INPUT_26_W_PAD[LOGICAL],INPUT_26_Z_PAD[LOGICAL],INPUT_26_Y_PAD[LOGICAL],INPUT_26_X_PAD[LOGICAL],INPUT_26_LAYOUT,INPUT_26_DATATYPE,INPUT_26_MEMORY,INPUT_27_W_PAD[LOGICAL],INPUT_27_Z_PAD[LOGICAL],INPUT_27_Y_PAD[LOGICAL],INPUT_27_X_PAD[LOGICAL],INPUT_27_LAYOUT,INPUT_27_DATATYPE,INPUT_27_MEMORY,INPUT_28_W_PAD[LOGICAL],INPUT_28_Z_PAD[LOGICAL],INPUT_28_Y_PAD[LOGICAL],INPUT_28_X_PAD[LOGICAL],INPUT_28_LAYOUT,INPUT_28_DATATYPE,INPUT_28_MEMORY,INPUT_29_W_PAD[LOGICAL],INPUT_29_Z_PAD[LOGICAL],INPUT_29_Y_PAD[LOGICAL],INPUT_29_X_PAD[LOGICAL],INPUT_29_LAYOUT,INPUT_29_DATATYPE,INPUT_29_MEMORY,INPUT_30_W_PAD[LOGICAL],INPUT_30_Z_PAD[LOGICAL],INPUT_30_Y_PAD[LOGICAL],INPUT_30_X_PAD[LOGICAL],INPUT_30_LAYOUT,INPUT_30_DATATYPE,INPUT_30_MEMORY,INPUT_31_W_PAD[LOGICAL],INPUT_31_Z_PAD[LOGICAL],INPUT_31_Y_PAD[LOGICAL],INPUT_31_X_PAD[LOGICAL],INPUT_31_LAYOUT,INPUT_31_DATATYPE,INPUT_31_MEMORY,OUTPUT_0_W_PAD[LOGICAL],OUTPUT_0_Z_PAD[LOGICAL],OUTPUT_0_Y_PAD[LOGICAL],OUTPUT_0_X_PAD[LOGICAL],OUTPUT_0_LAYOUT,OUTPUT_0_DATATYPE,OUTPUT_0_MEMORY,OUTPUT_1_W_PAD[LOGICAL],OUTPUT_1_Z_PAD[LOGICAL],OUTPUT_1_Y_PAD[LOGICAL],OUTPUT_1_X_PAD[LOGICAL],OUTPUT_1_LAYOUT,OUTPUT_1_DATATYPE,OUTPUT_1_MEMORY,OUTPUT_2_W_PAD[LOGICAL],OUTPUT_2_Z_PAD[LOGICAL],OUTPUT_2_Y_PAD[LOGICAL],OUTPUT_2_X_PAD[LOGICAL],OUTPUT_2_LAYOUT,OUTPUT_2_DATATYPE,OUTPUT_2_MEMORY,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,COMPUTE KERNEL SOURCE,COMPUTE KERNEL HASH,DATA MOVEMENT KERNEL SOURCE,DATA MOVEMENT KERNEL HASH,PROGRAM HASH,PROGRAM CACHE HIT,TENSIX DM 0 MAX KERNEL SIZE [B],TENSIX DM 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 0 MAX KERNEL SIZE [B],TENSIX COMPUTE 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 2 MAX KERNEL SIZE [B],ACTIVE ETH DM 0 MAX KERNEL SIZE [B],ACTIVE ETH DM 1 MAX KERNEL SIZE [B],IDLE ETH DM 0 MAX KERNEL SIZE [B],IDLE ETH DM 1 MAX KERNEL SIZE [B],PM IDEAL [ns],PM COMPUTE [ns],PM BANDWIDTH [ns],PM REQ I BW,PM REQ O BW,PM FPU UTIL (%),NOC UTIL (%),MULTICAST NOC UTIL (%),DRAM BW UTIL (%),DRAM BW UTIL PER CTRL (%),ETH BW UTIL (%),NPE CONG IMPACT (%)
BinaryNgDeviceOperation,tt_dnn_device,1024,0,blackhole,{'atol': '0'; 'binary_op_type': 'BinaryOpType::ADD'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT16'; 'equal_nan': 'false'; 'input_dtype': 'DataType::BFLOAT16'; 'input_layout_a': 'Layout::TILE'; 'input_layout_b': 'Layout::TILE'; 'is_quant_op': 'false'; 'is_sfpu': 'false'; 'is_where_op': 'false'; 'lhs_activations': '{}'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_layout': 'Layout::TILE'; 'post_activations': '{}'; 'rhs_activations': '{}'; 'rtol': '0'; 'scalar': 'std::nullopt'; 'sub_core_grids': 'std::nullopt'; 'sub_device_id': 'std::nullopt'; 'subtile_broadcast_type': 'SubtileBroadcastType::NONE'; 'worker_grid': '{[0-0 - 12-9]}'},HiFi4,130,130,,11745649486,11745867182,217696,988262413742,988262416035,0,0,1699,1196,1159,,,,254,1100,739,733,224,316,,,,,,1[1],1[1],32[32],32[32],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],32[32],32[32],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1[1],1[1],32[32],32[32],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_binary_no_bcast.cpp'],['eltwise_binary_no_bcast/10203836712355410405/'],['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/writer_interleaved_no_bcast.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/reader_interleaved_no_bcast.cpp'],['writer_interleaved_no_bcast/17197604797987044935/'; 'reader_interleaved_no_bcast/3424649036097150354/'],14422650938754606111,False,1120,1644,1344,672,1296,0,0,0,0,1,1,1,[],[],0.084,,,,,,
BinaryNgDeviceOperation,tt_dnn_device,2048,0,blackhole,{'atol': '0'; 'binary_op_type': 'BinaryOpType::MUL'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT16'; 'equal_nan': 'false'; 'input_dtype': 'DataType::BFLOAT16'; 'input_layout_a': 'Layout::TILE'; 'input_layout_b': 'Layout::INVALID'; 'is_quant_op': 'false'; 'is_sfpu': 'true'; 'is_where_op': 'false'; 'lhs_activations': '{}'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_layout': 'Layout::TILE'; 'post_activations': '{}'; 'rhs_activations': '{}'; 'rtol': '0'; 'scalar': '5.656854'; 'sub_core_grids': 'std::nullopt'; 'sub_device_id': 'std::nullopt'; 'subtile_broadcast_type': 'SubtileBroadcastType::NONE'; 'worker_grid': '{[0-0 - 12-9]}'},HiFi4,130,130,,18713496581,18713661118,164537,997668872911,997668877057,6967850364,6967746433,3071,2483,2480,,,,184,2467,741,1532,2035,327,,,,,,1[1],1[1],256[256],32[8],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],256[256],32[8],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1[1],1[1],256[256],32[8],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_binary_sfpu_scalar.cpp'],['eltwise_binary_sfpu_scalar/2975565192745050840/'],['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/dataflow/writer_interleaved_scalar.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/dataflow/reader_interleaved_no_bcast.cpp'],['writer_interleaved_scalar/7528435829235638596/'; 'reader_interleaved_no_bcast/12314883955178982694/'],3363945994625651731,False,1228,1256,1532,1256,1296,0,0,0,0,1,1,1,[],[],0.04,,,,,,
BinaryNgDeviceOperation,tt_dnn_device,3072,0,blackhole,{'atol': '0'; 'binary_op_type': 'BinaryOpType::MUL'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT16'; 'equal_nan': 'false'; 'input_dtype': 'DataType::BFLOAT16'; 'input_layout_a': 'Layout::TILE'; 'input_layout_b': 'Layout::INVALID'; 'is_quant_op': 'false'; 'is_sfpu': 'true'; 'is_where_op': 'false'; 'lhs_activations': '{}'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_layout': 'Layout::TILE'; 'post_activations': '{}'; 'rhs_activations': '{}'; 'rtol': '0'; 'scalar': '5.656854'; 'sub_core_grids': 'std::nullopt'; 'sub_device_id': 'std::nullopt'; 'subtile_broadcast_type': 'SubtileBroadcastType::NONE'; 'worker_grid': '{[0-0 - 12-9]}'},HiFi4,130,130,,18743503044,18743508004,4960,997709367027,997709371110,29994989,29994989,3024,2432,2432,,,,183,2410,739,1521,2021,326,,,,,,1[1],1[1],256[256],32[8],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],256[256],32[8],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1[1],1[1],256[256],32[8],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_binary_sfpu_scalar.cpp'],['eltwise_binary_sfpu_scalar/2975565192745050840/'],['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/dataflow/writer_interleaved_scalar.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/dataflow/reader_interleaved_no_bcast.cpp'],['writer_interleaved_scalar/7528435829235638596/'; 'reader_interleaved_no_bcast/12314883955178982694/'],3363945994625651731,False,1228,1256,1532,1256,1296,0,0,0,0,1,1,1,[],[],0.041,,,,,,
BinaryNgDeviceOperation,tt_dnn_device,4096,0,blackhole,{'atol': '0'; 'binary_op_type': 'BinaryOpType::MUL'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT16'; 'equal_nan': 'false'; 'input_dtype': 'DataType::BFLOAT16'; 'input_layout_a': 'Layout::TILE'; 'input_layout_b': 'Layout::INVALID'; 'is_quant_op': 'false'; 'is_sfpu': 'true'; 'is_where_op': 'false'; 'lhs_activations': '{}'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_layout': 'Layout::TILE'; 'post_activations': '{}'; 'rhs_activations': '{}'; 'rtol': '0'; 'scalar': '5.656854'; 'sub_core_grids': 'std::nullopt'; 'sub_device_id': 'std::nullopt'; 'subtile_broadcast_type': 'SubtileBroadcastType::NONE'; 'worker_grid': '{[0-0 - 12-9]}'},HiFi4,130,130,,18843296149,18843302768,6619,997844058510,997844062667,99766060,99775029,3079,2474,2472,,,,181,2454,736,1526,2023,333,,,,,,1[1],1[1],256[256],32[8],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],256[256],32[8],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1[1],1[1],256[256],32[8],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_binary_sfpu_scalar.cpp'],['eltwise_binary_sfpu_scalar/2975565192745050840/'],['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/dataflow/writer_interleaved_scalar.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/dataflow/reader_interleaved_no_bcast.cpp'],['writer_interleaved_scalar/7528435829235638596/'; 'reader_interleaved_no_bcast/12314883955178982694/'],3363945994625651731,False,1228,1256,1532,1256,1296,0,0,0,0,1,1,1,[],[],0.04,,,,,,
LayerNormDeviceOperation,tt_dnn_device,5120,0,blackhole,{'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi4;math_approx_mode=1;fp32_dest_acc_en=1;packer_l1_acc=1;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'distributed_norm_stage': 'DistributedLayerNormStage::NOT_DISTRIBUTED'; 'dtype': 'std::nullopt'; 'eps': '1e-05'; 'fused_activation': 'std::nullopt'; 'norm_type': 'LayerNormType::LAYERNORM'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'program_config': 'LayerNormDefaultProgramConfig(legacy_reduction=0;legacy_rsqrt=0;use_welford=0)'},HiFi4,130,130,,21539995024,21540172692,177668,1001484596751,1001485651886,2696692383,2696692608,781581,780977,780880,,,,347,780812,770714,780362,780185,780382,,,,,,1[1],512[512],512[512],256[256],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],32[1],256[256],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],32[1],256[256],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1[1],512[512],512[512],256[256],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/compute/layernorm.cpp'],['layernorm/17567075715048053358/'],['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/writer_unary_interleaved_start_id_blocked.cpp'; 'ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/reader_unary_interleaved_ln.cpp'],['writer_unary_interleaved_start_id_blocked/2435429529589180247/'; 'reader_unary_interleaved_ln/15113185387749613689/'],10456344748177498337,False,812,1752,4888,3840,6424,0,0,0,0,1,1,1,[],[],0.0,,,,,,
MinimalMatmulDeviceOperation,tt_dnn_device,6144,0,blackhole,{'chunks': '1'; 'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi4;math_approx_mode=1;fp32_dest_acc_en=1;packer_l1_acc=1;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'config': 'std::nullopt'; 'dim': '-1'; 'fused_activation': 'std::nullopt'; 'fused_ternary_scalar': 'std::nullopt'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'},HiFi4,130,130,,23156940910,23157075808,134898,1003667428415,1003668231921,1616131447,1616131447,595190,593284,593284,,,,183,586047,593284,593068,593048,593164,,,,,,1[1],512[512],512[512],256[256],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],256[256],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1[1],512[512],512[512],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/experimental/minimal_matmul/device/kernels/compute.cpp'],['compute/4013404317132716794/'],['ttnn/cpp/ttnn/operations/experimental/minimal_matmul/device/kernels/dm_in1_sender_out.cpp'; 'ttnn/cpp/ttnn/operations/experimental/minimal_matmul/device/kernels/dm_in0_sender.cpp'],['dm_in1_sender_out/7064637177609193389/'; 'dm_in0_sender/17898484381435948923/'],14832381910532921993,False,1876,2168,2692,2524,2820,0,0,0,0,1,1,1,[],[],0.0,,,,,,
SliceDeviceOperation,tt_dnn_device,7168,0,blackhole,{'num_devices': 'std::nullopt'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'slice_dim': 'std::nullopt'; 'slice_end': 'Shape([1; 512; 512; 32])'; 'slice_start': 'Shape([0; 0; 0; 0])'; 'step': 'Shape([1; 1; 1; 1])'; 'sub_core_grids': 'std::nullopt'; 'use_tensor_args': 'false'},,130,130,,24080393221,24080536348,143127,1004914063200,1004914315980,922838768,922838768,187244,186663,186663,,,,175,186663,186442,,,,,,,,,1[1],512[512],512[512],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1[1],512[512],512[512],32[32],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/slice/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/slice/device/kernels/dataflow/reader_unary_unpad_dims_interleaved_start_id.cpp'],['writer_unary_interleaved_start_id/509141884052077487/'; 'reader_unary_unpad_dims_interleaved_start_id/16086790038185378688/'],10471581301506098390,False,680,716,0,0,0,0,0,0,0,122070,50973,122070,[549.7572021484375],[137.43930053710938],27.308,,,,,,
