trajectory,design,length,bindcraft_version,Timing,hash,terminated,autotuned
1,pdl1_denovo_l111_74f2afaeef24065e,111,BindCraft 2 (unreleased),worker=0;start=1790343255.44;design=26612.11;compiled=1,74f2afaeef24065e,harden,
