2026-09-14T13:08:35Z	0.62 1.98 3.50	0
2026-09-14T13:08:50Z	0.93 1.98 3.48	2
2026-09-14T13:09:05Z	0.94 1.93 3.44	2
2026-09-14T13:09:20Z	0.96 1.89 3.40	2
2026-09-14T13:09:35Z	0.97 1.84 3.36	2
2026-09-14T13:09:50Z	1.06 1.82 3.33	4
2026-09-14T13:10:05Z	1.34 1.84 3.31	4
2026-09-14T13:10:20Z	1.55 1.87 3.29	4
2026-09-14T13:10:35Z	1.50 1.84 3.26	2
2026-09-14T13:10:50Z	1.39 1.80 3.22	2
2026-09-14T13:11:05Z	1.38 1.77 3.19	2
2026-09-14T13:11:20Z	1.30 1.74 3.16	2
2026-09-14T13:11:35Z	1.23 1.70 3.12	2
2026-09-14T13:11:50Z	1.18 1.66 3.09	2
2026-09-14T13:12:05Z	1.22 1.65 3.06	2
2026-09-14T13:12:20Z	1.39 1.67 3.04	4
2026-09-14T13:12:35Z	1.37 1.65 3.01	2
2026-09-14T13:12:50Z	1.29 1.62 2.98	2
2026-09-14T13:13:05Z	1.22 1.59 2.95	2
2026-09-14T13:13:20Z	1.82 1.69 2.96	4
2026-09-14T13:13:35Z	1.86 1.71 2.94	4
2026-09-14T13:13:50Z	2.45 1.84 2.96	4
2026-09-14T13:14:05Z	2.35 1.85 2.95	4
2026-09-14T13:14:20Z	2.27 1.85 2.93	4
2026-09-14T13:14:35Z	2.21 1.86 2.92	4
2026-09-14T13:14:50Z	2.16 1.87 2.90	4
2026-09-14T13:15:05Z	2.13 1.88 2.89	4
2026-09-14T13:15:20Z	2.10 1.88 2.87	4
2026-09-14T13:15:35Z	2.08 1.89 2.86	4
2026-09-14T13:15:50Z	2.57 2.01 2.88	4
2026-09-14T13:16:05Z	2.45 2.01 2.87	4
2026-09-14T13:16:20Z	2.42 2.02 2.86	4
2026-09-14T13:16:35Z	2.33 2.02 2.84	4
2026-09-14T13:16:50Z	2.25 2.02 2.83	4
2026-09-14T13:17:05Z	3.27 2.25 2.89	4
