trajectory,design,length,bindcraft_version,Timing,hash,terminated,autotuned
1,pdl1_denovo_l180_ffb9c87873af6d36,180,BindCraft 2 (unreleased),worker=0;start=1790238178.65;design=34062.41;compiled=1,ffb9c87873af6d36,screen,
