m32_p0	32	1.319737	0.36	0.53
m64_p0	64	0.999033	0.53	3.42
m64_p1	64	0.973287	3.42	4.03
m32_p1	32	1.225551	4.03	4.31
m32_p2	32	1.223413	4.31	6.49
m64_p2	64	1.008943	6.49	5.27
m64_p3	64	1.000598	5.27	4.70
m32_p3	32	1.217490	4.70	6.09
