utc,sm_mhz,sm_max_mhz,mem_mhz,power_w,power_limit_w,temp_c,util_pct,throttle,n_apps,apps_mem_mib
2026-09-18T20:03:57Z,1410,1410,1593,77.61,400.00,35,0,1,0,
2026-09-18T20:04:02Z,210,1410,1593,58.82,400.00,34,0,1,0,
2026-09-18T20:04:08Z,1410,1410,1593,254.45,400.00,38,30,0,1,11480
2026-09-18T20:04:13Z,1410,1410,1593,78.28,400.00,37,0,0,1,11484
2026-09-18T20:04:18Z,1410,1410,1593,78.28,400.00,37,0,0,1,11526
2026-09-18T20:04:23Z,1410,1410,1593,78.28,400.00,38,33,0,1,11526
2026-09-18T20:04:29Z,1410,1410,1593,78.62,400.00,38,0,0,1,11526
2026-09-18T20:04:34Z,1410,1410,1593,78.81,400.00,38,0,0,1,14684
2026-09-18T20:04:39Z,1410,1410,1593,79.13,400.00,39,0,0,1,14686
2026-09-18T20:04:45Z,1410,1410,1593,79.40,400.00,40,77,0,1,21186
2026-09-18T20:04:50Z,1410,1410,1593,79.40,400.00,41,7,0,1,21186
2026-09-18T20:04:55Z,1410,1410,1593,83.66,400.00,40,59,0,1,21186
2026-09-18T20:05:01Z,1410,1410,1593,79.74,400.00,39,0,0,1,21186
2026-09-18T20:05:06Z,1410,1410,1593,79.74,400.00,39,0,0,1,21186
2026-09-18T20:05:11Z,1410,1410,1593,80.33,400.00,40,13,0,1,21186
2026-09-18T20:05:17Z,1410,1410,1593,80.06,400.00,40,75,0,1,21186
2026-09-18T20:05:23Z,1410,1410,1593,170.68,400.00,42,69,0,1,21186
2026-09-18T20:05:28Z,1410,1410,1593,172.21,400.00,42,27,0,1,21186
2026-09-18T20:05:33Z,1410,1410,1593,80.06,400.00,40,0,0,1,21186
2026-09-18T20:05:38Z,1410,1410,1593,267.19,400.00,42,23,0,1,21188
2026-09-18T20:05:44Z,1410,1410,1593,80.06,400.00,40,0,0,1,21188
2026-09-18T20:05:49Z,1410,1410,1593,198.42,400.00,43,9,0,1,21188
2026-09-18T20:05:54Z,1410,1410,1593,194.65,400.00,42,16,0,1,21188
2026-09-18T20:05:59Z,1410,1410,1593,80.06,400.00,41,81,0,1,21188
2026-09-18T20:06:04Z,1410,1410,1593,167.09,400.00,43,0,0,1,21188
2026-09-18T20:06:10Z,1410,1410,1593,193.45,400.00,43,50,0,1,21188
2026-09-18T20:06:15Z,1410,1410,1593,173.46,400.00,43,15,0,1,21188
2026-09-18T20:06:20Z,1410,1410,1593,213.54,400.00,43,62,0,1,21188
2026-09-18T20:06:26Z,1410,1410,1593,224.38,400.00,43,40,0,1,21188
2026-09-18T20:06:31Z,1410,1410,1593,194.77,400.00,43,0,0,1,21188
2026-09-18T20:06:36Z,1410,1410,1593,80.14,400.00,41,38,0,1,21188
2026-09-18T20:06:42Z,1410,1410,1593,145.52,400.00,42,80,0,1,21188
2026-09-18T20:06:47Z,1410,1410,1593,151.62,400.00,42,32,0,1,21188
2026-09-18T20:06:52Z,1410,1410,1593,80.33,400.00,41,61,0,1,21188
2026-09-18T20:06:58Z,1410,1410,1593,79.74,400.00,40,0,0,1,21188
2026-09-18T20:07:03Z,1410,1410,1593,80.14,400.00,40,31,0,1,21188
2026-09-18T20:07:08Z,1410,1410,1593,80.06,400.00,40,18,0,1,21188
2026-09-18T20:07:17Z,1410,1410,1593,80.66,400.00,40,0,0,1,21188
2026-09-18T20:07:22Z,1410,1410,1593,80.14,400.00,41,0,0,1,21188
2026-09-18T20:07:28Z,1410,1410,1593,80.14,400.00,40,0,0,1,21188
2026-09-18T20:07:33Z,1410,1410,1593,80.14,400.00,40,0,0,1,21188
2026-09-18T20:07:38Z,1410,1410,1593,182.37,400.00,40,1,0,1,21188
2026-09-18T20:07:44Z,1410,1410,1593,274.15,400.00,42,0,0,1,21188
2026-09-18T20:07:49Z,1410,1410,1593,79.74,400.00,40,0,0,1,21188
2026-09-18T20:07:54Z,1410,1410,1593,79.74,400.00,40,0,0,1,21188
2026-09-18T20:07:59Z,1410,1410,1593,146.45,400.00,42,74,0,1,21188
2026-09-18T20:08:07Z,1410,1410,1593,212.95,400.00,43,32,0,1,21188
2026-09-18T20:08:12Z,1410,1410,1593,189.00,400.00,42,5,0,1,21188
2026-09-18T20:08:17Z,1410,1410,1593,81.86,400.00,40,76,0,1,21188
2026-09-18T20:08:22Z,1410,1410,1593,80.33,400.00,40,69,0,1,21188
2026-09-18T20:08:28Z,1410,1410,1593,270.83,400.00,41,4,0,1,21188
2026-09-18T20:08:33Z,1410,1410,1593,138.55,400.00,42,38,0,1,21188
2026-09-18T20:08:38Z,1410,1410,1593,197.69,400.00,42,70,0,1,21188
2026-09-18T20:08:44Z,1410,1410,1593,154.34,400.00,42,0,0,1,21188
2026-09-18T20:08:49Z,1410,1410,1593,79.74,400.00,40,0,0,1,21188
2026-09-18T20:08:54Z,1410,1410,1593,79.74,400.00,40,0,0,1,21188
2026-09-18T20:08:59Z,1410,1410,1593,203.53,400.00,42,66,0,1,21188
2026-09-18T20:09:05Z,1410,1410,1593,79.74,400.00,40,0,0,1,21188
2026-09-18T20:09:10Z,1410,1410,1593,79.74,400.00,40,25,0,1,21188
2026-09-18T20:09:17Z,1410,1410,1593,79.74,400.00,40,0,0,1,21188
2026-09-18T20:09:22Z,1410,1410,1593,79.40,400.00,39,1,0,1,21188
2026-09-18T20:09:28Z,1410,1410,1593,79.82,400.00,40,58,0,1,21188
2026-09-18T20:09:33Z,1410,1410,1593,79.82,400.00,39,31,0,1,21188
2026-09-18T20:09:38Z,1410,1410,1593,79.48,400.00,39,0,0,1,21188
2026-09-18T20:09:44Z,1410,1410,1593,196.89,400.00,42,69,0,1,21188
2026-09-18T20:09:49Z,1410,1410,1593,80.06,400.00,39,0,0,1,21188
